departamento,habilitados,municipio,votantes,votos_no_marcados,votos_nulos,votacion
Sucre,8151,El Roble,881,26,8,gran_consulta_por colombia
Antioquia,10330,Granada,2218,59,41,gran_consulta_por colombia
Antioquia,15959,Yolombo,1531,28,13,gran_consulta_por colombia
Nariño,5515,El Peñol,232,22,3,gran_consulta_por colombia
Cauca,12717,Guachene,537,39,44,gran_consulta_por colombia
Nariño,5395,Belen,846,16,5,gran_consulta_por colombia
Cauca,16231,Suarez,555,15,4,gran_consulta_por colombia
Sucre,18140,Los Palmitos,2326,64,16,gran_consulta_por colombia
Magdalena,7624,Salamina,999,17,2,gran_consulta_por colombia
Boyaca,2405,Sativanorte,751,18,3,gran_consulta_por colombia
Nariño,11389,El Tambo,1321,42,24,gran_consulta_por colombia
Cundinamarca,3891,Viani,858,10,4,gran_consulta_por colombia
Santander,10997,El Carmen,3254,52,29,gran_consulta_por colombia
Antioquia,5180,Caramanta,528,7,4,gran_consulta_por colombia
Sucre,10082,Palmito,933,23,6,gran_consulta_por colombia
Nariño,6218,Cumbitara,123,11,1,gran_consulta_por colombia
Vichada,18731,Puerto Carreño,2737,42,24,gran_consulta_por colombia
Consulados,3615,Republica Socialista Devietnam,7,0,0,gran_consulta_por colombia
Antioquia,26556,Taraza,690,15,5,gran_consulta_por colombia
Norte De San,44915,Pamplona,12554,164,125,gran_consulta_por colombia
Norte De San,11540,El Tarra,263,29,6,gran_consulta_por colombia
Nariño,8491,Roberto Payan (san Jose),95,2,2,gran_consulta_por colombia
Boyaca,3655,San Mateo,1529,20,5,gran_consulta_por colombia
Cauca,16215,Buenos Aires,440,20,16,gran_consulta_por colombia
Amazonas,269,Puerto Alegria,1,0,0,gran_consulta_por colombia
Santander,3676,Carcasi,893,27,10,gran_consulta_por colombia
Cesar,22774,El Copey,3153,72,37,gran_consulta_por colombia
Bolivar,749366,Cartagena,87280,2036,906,gran_consulta_por colombia
Magdalena,10968,Sabanas De San Angel,1826,49,7,gran_consulta_por colombia
Antioquia,36902,El Bagre,3282,78,51,gran_consulta_por colombia
Cauca,233647,Popayan,35832,633,543,gran_consulta_por colombia
Cundinamarca,7967,Sesquile,1293,17,37,gran_consulta_por colombia
Meta,12488,Vista Hermosa,1635,73,34,gran_consulta_por colombia
Atlantico,10108,Suan,618,11,0,gran_consulta_por colombia
Antioquia,6170,Montebello,659,17,7,gran_consulta_por colombia
Cundinamarca,6103,Quipile,1450,14,11,gran_consulta_por colombia
Nariño,6573,Alban (san Jose),1899,22,8,gran_consulta_por colombia
Cundinamarca,5759,Granada,815,3,13,gran_consulta_por colombia
Caqueta,12004,El Paujil,958,37,14,gran_consulta_por colombia
Quindio,253950,Armenia,52818,543,664,gran_consulta_por colombia
La Guajira,18572,Villanueva,3164,56,44,gran_consulta_por colombia
Bolivar,6448,Cantagallo,635,18,7,gran_consulta_por colombia
Boyaca,8614,Tibasosa,1425,13,21,gran_consulta_por colombia
Boyaca,5428,Sutamarchan,1392,5,6,gran_consulta_por colombia
Casanare,1227,Recetor,254,2,3,gran_consulta_por colombia
Huila,23993,San Agustin,3710,70,28,gran_consulta_por colombia
Cundinamarca,5685,Ubaque,927,21,8,gran_consulta_por colombia
Cundinamarca,7215,Vergara,1750,42,19,gran_consulta_por colombia
Huila,18894,Gigante,3230,33,36,gran_consulta_por colombia
Boyaca,6298,Chita,1597,32,27,gran_consulta_por colombia
Sucre,26124,Since,3926,63,19,gran_consulta_por colombia
Antioquia,16131,Concordia,2136,62,50,gran_consulta_por colombia
Santander,4480,Guavata,508,5,2,gran_consulta_por colombia
Quindio,59575,Calarca,10986,163,157,gran_consulta_por colombia
Antioquia,20016,Caceres,779,27,9,gran_consulta_por colombia
Valle,15949,Trujillo,3138,115,53,gran_consulta_por colombia
Bolivar,94165,Magangue,9495,336,82,gran_consulta_por colombia
Consulados,4525,Israel,63,0,0,gran_consulta_por colombia
Boyaca,2558,La Uvita,670,4,2,gran_consulta_por colombia
Cundinamarca,10195,Suesca,1163,15,41,gran_consulta_por colombia
Santander,11803,El Playon,2984,73,46,gran_consulta_por colombia
Nariño,5212,La Tola,143,17,2,gran_consulta_por colombia
Arauca,3853,Puerto Rondon,1079,16,8,gran_consulta_por colombia
Tolima,7957,Prado,1575,25,15,gran_consulta_por colombia
Caqueta,119792,Florencia,24924,338,272,gran_consulta_por colombia
Nariño,7381,Santa Barbara (iscuande),241,5,5,gran_consulta_por colombia
Arauca,28922,Arauquita,1595,37,24,gran_consulta_por colombia
Santander,1432,Palmar,261,0,0,gran_consulta_por colombia
Cundinamarca,8551,San Francisco,2370,28,34,gran_consulta_por colombia
Tolima,405150,Ibague,92603,1038,1537,gran_consulta_por colombia
Vichada,3209,Santa Rosalia,735,10,2,gran_consulta_por colombia
Antioquia,8409,Entrerrios,1553,12,13,gran_consulta_por colombia
Boyaca,3480,Chiscas,727,12,5,gran_consulta_por colombia
Cundinamarca,12625,La Vega,3651,46,59,gran_consulta_por colombia
Nariño,6979,Iles,379,11,3,gran_consulta_por colombia
Bolivar,16609,Achi,3995,184,18,gran_consulta_por colombia
Atlantico,9796,Tubara,1062,17,6,gran_consulta_por colombia
Vaupes,104,Morichal (papunagua),2,0,0,gran_consulta_por colombia
Caldas,38656,Riosucio,6135,103,73,gran_consulta_por colombia
Antioquia,49601,Girardota,7685,72,83,gran_consulta_por colombia
Cundinamarca,3478,Cabrera,214,2,3,gran_consulta_por colombia
Tolima,12688,Saldaña,2058,37,19,gran_consulta_por colombia
Cauca,23800,Cajibio,1761,67,36,gran_consulta_por colombia
Meta,1703,El Calvario,497,9,3,gran_consulta_por colombia
Consulados,12369,Argentina,598,2,0,gran_consulta_por colombia
Nariño,16040,El Charco,1111,483,31,gran_consulta_por colombia
Antioquia,16144,Peñol,3477,56,39,gran_consulta_por colombia
Valle,35618,Dagua,4277,117,58,gran_consulta_por colombia
Huila,7661,Oporapa,2554,45,20,gran_consulta_por colombia
Cauca,25682,Patia (el Bordo),1541,50,26,gran_consulta_por colombia
Norte De San,4016,Bucarasica,1028,25,5,gran_consulta_por colombia
Cundinamarca,15317,Tabio,3061,33,47,gran_consulta_por colombia
Antioquia,13656,Cañasgordas,2285,38,42,gran_consulta_por colombia
Santander,21024,Sabana De Torres,3615,51,50,gran_consulta_por colombia
Norte De San,6969,Cachira,2735,45,27,gran_consulta_por colombia
Boyaca,6128,Socha,794,28,15,gran_consulta_por colombia
Bolivar,10879,Clemencia,640,13,4,gran_consulta_por colombia
Atlantico,19123,Repelon,1021,27,7,gran_consulta_por colombia
Cordoba,26963,San Bernardo Del Viento,1766,154,17,gran_consulta_por colombia
Cesar,20804,El Paso,1446,54,21,gran_consulta_por colombia
Cauca,17003,Inza,943,41,14,gran_consulta_por colombia
Arauca,33644,Saravena,3853,83,48,gran_consulta_por colombia
Nariño,14700,Ricaurte,459,22,15,gran_consulta_por colombia
Valle,70877,Candelaria,5816,161,170,gran_consulta_por colombia
La Guajira,8365,Urumita,1176,15,11,gran_consulta_por colombia
Nariño,7291,Ancuya,481,19,7,gran_consulta_por colombia
Cordoba,14561,Cotorra (bongo),1860,33,6,gran_consulta_por colombia
Boyaca,5422,Soraca,856,10,9,gran_consulta_por colombia
Guainia,20794,Inirida,1637,18,13,gran_consulta_por colombia
Boyaca,1867,Cuitiva,404,3,4,gran_consulta_por colombia
Cundinamarca,2657,Jerusalen,526,16,3,gran_consulta_por colombia
Consulados,4757,Emiratos Arabes Unidos,324,0,0,gran_consulta_por colombia
Cundinamarca,24594,Cota,4954,32,52,gran_consulta_por colombia
Caldas,10621,Risaralda,1728,363,22,gran_consulta_por colombia
Meta,6279,Puerto Concordia,729,23,12,gran_consulta_por colombia
Cundinamarca,14732,Choconta,2576,27,30,gran_consulta_por colombia
Boyaca,3093,Chinavita,637,15,4,gran_consulta_por colombia
Santander,1863,Guapota,391,2,1,gran_consulta_por colombia
Bolivar,5787,Arenal,378,2,2,gran_consulta_por colombia
Nariño,8998,La Florida,795,12,11,gran_consulta_por colombia
Bolivar,39048,Maria La Baja,1837,115,32,gran_consulta_por colombia
Valle,52892,El Cerrito,4918,169,105,gran_consulta_por colombia
Huila,15460,Timana,4460,90,35,gran_consulta_por colombia
Putumayo,11983,San Miguel (la Dorada),338,18,4,gran_consulta_por colombia
Consulados,4381,Austria,104,1,0,gran_consulta_por colombia
Consulados,41626,Canada,3475,52,3,gran_consulta_por colombia
Consulados,7560,Suiza,402,7,1,gran_consulta_por colombia
Santander,4723,Valle De San Jose,862,9,9,gran_consulta_por colombia
Bolivar,8259,Soplaviento,490,14,4,gran_consulta_por colombia
Nariño,8481,Linares,583,8,7,gran_consulta_por colombia
Norte De San,3823,Herran,952,17,9,gran_consulta_por colombia
Santander,8705,Los Santos,1792,14,13,gran_consulta_por colombia
Cundinamarca,2852,Bituima,451,6,2,gran_consulta_por colombia
Huila,6690,Teruel,2365,26,14,gran_consulta_por colombia
Cesar,10918,La Gloria,2514,59,14,gran_consulta_por colombia
Santander,1636,Cabrera,334,8,3,gran_consulta_por colombia
Quindio,33750,Montenegro,4572,106,99,gran_consulta_por colombia
Magdalena,84057,Cienaga,10438,361,106,gran_consulta_por colombia
Antioquia,5919,Tarso,671,13,4,gran_consulta_por colombia
Cauca,4648,Florencia,235,12,5,gran_consulta_por colombia
Tolima,5973,Santa Isabel,995,28,5,gran_consulta_por colombia
Santander,170054,Barrancabermeja,20612,309,315,gran_consulta_por colombia
Boyaca,1955,Beteitiva,246,10,2,gran_consulta_por colombia
Antioquia,9789,Mutata,732,20,13,gran_consulta_por colombia
Cundinamarca,8613,Guacheta,1012,14,16,gran_consulta_por colombia
Consulados,5263,Suecia,56,0,0,gran_consulta_por colombia
Norte De San,78517,Ocaña,21827,268,210,gran_consulta_por colombia
Cordoba,21538,San Antero,2847,105,21,gran_consulta_por colombia
Cordoba,16455,Canalete,1138,47,11,gran_consulta_por colombia
Nariño,21128,Barbacoas,967,156,25,gran_consulta_por colombia
Cesar,14597,San Diego,2970,50,19,gran_consulta_por colombia
Cundinamarca,22376,Guaduas,3687,45,58,gran_consulta_por colombia
Antioquia,100297,Rionegro,31350,328,348,gran_consulta_por colombia
Antioquia,239626,Envigado,80162,472,856,gran_consulta_por colombia
Norte De San,7952,Salazar,2537,64,29,gran_consulta_por colombia
Norte De San,6201,Bochalema,2080,21,15,gran_consulta_por colombia
Antioquia,33661,Yarumal,4729,59,54,gran_consulta_por colombia
La Guajira,54042,Manaure,2462,421,29,gran_consulta_por colombia
Caqueta,7835,Solano,299,18,3,gran_consulta_por colombia
Valle,11516,Alcala,1215,70,22,gran_consulta_por colombia
Tolima,15157,Ataco,3451,87,32,gran_consulta_por colombia
Cundinamarca,2706,Gutierrez,647,4,5,gran_consulta_por colombia
Cundinamarca,11419,Choachi,3121,19,37,gran_consulta_por colombia
Guainia,807,San Felipe,18,0,0,gran_consulta_por colombia
Boyaca,4621,Nuevo Colon,426,4,8,gran_consulta_por colombia
Antioquia,8520,Gomez Plata,1903,45,20,gran_consulta_por colombia
Cundinamarca,8997,Arbelaez,2346,22,20,gran_consulta_por colombia
Caldas,11634,Marquetalia,2363,42,31,gran_consulta_por colombia
Cundinamarca,10594,Viota,2274,43,33,gran_consulta_por colombia
Choco,4084,Rio Iro,201,7,2,gran_consulta_por colombia
Cundinamarca,13158,Puerto Salgar,2095,46,62,gran_consulta_por colombia
Cundinamarca,6440,Nilo,952,22,5,gran_consulta_por colombia
Caldas,10309,Belalcazar,2067,47,20,gran_consulta_por colombia
Nariño,13012,San Lorenzo,1145,27,11,gran_consulta_por colombia
Caldas,44418,Chinchina,6679,86,120,gran_consulta_por colombia
Bolivar,9498,Margarita,945,14,2,gran_consulta_por colombia
Casanare,7642,Orocue,1555,28,13,gran_consulta_por colombia
Antioquia,18300,Fredonia,2203,29,15,gran_consulta_por colombia
Tolima,16199,Rioblanco,1476,59,24,gran_consulta_por colombia
Bolivar,6778,San Cristobal,428,5,1,gran_consulta_por colombia
Antioquia,12246,San Jeronimo,2138,25,19,gran_consulta_por colombia
Santander,41338,San Gil,10451,70,107,gran_consulta_por colombia
La Guajira,116003,Riohacha,13588,333,181,gran_consulta_por colombia
Casanare,7170,Hato Corozal,2448,38,10,gran_consulta_por colombia
Boyaca,3256,Santa Maria,470,7,5,gran_consulta_por colombia
Cundinamarca,5755,La Peña,1660,29,28,gran_consulta_por colombia
Choco,7422,El Litoral Del San Juan,282,95,8,gran_consulta_por colombia
Nariño,9656,Potosi,909,26,10,gran_consulta_por colombia
Cordoba,73229,Cerete,11179,228,75,gran_consulta_por colombia
Cundinamarca,3089,Gama,866,18,7,gran_consulta_por colombia
Antioquia,6697,Argelia,1159,40,24,gran_consulta_por colombia
Antioquia,27509,Sonson,5601,184,104,gran_consulta_por colombia
Norte De San,7166,San Calixto,383,103,150,gran_consulta_por colombia
Choco,6809,Rio Quito (paimado),512,32,3,gran_consulta_por colombia
Antioquia,17675,Remedios,719,4,9,gran_consulta_por colombia
Sucre,19238,San Benito Abad,2425,147,12,gran_consulta_por colombia
Valle,101984,Buga,15612,349,239,gran_consulta_por colombia
Santander,2436,Palmas Del Socorro,647,6,5,gran_consulta_por colombia
Huila,16577,Rivera,2789,49,36,gran_consulta_por colombia
Santander,15900,Malaga,4137,30,42,gran_consulta_por colombia
Valle,11084,Obando,1032,35,20,gran_consulta_por colombia
Boyaca,2151,Briceño,706,17,5,gran_consulta_por colombia
Nariño,6459,Magui (payan),222,41,4,gran_consulta_por colombia
Meta,17852,San Martin De Los Llanos,4631,100,81,gran_consulta_por colombia
Antioquia,9109,Nariño,1942,103,45,gran_consulta_por colombia
Cauca,27662,Piendamo,3008,99,32,gran_consulta_por colombia
Santander,3376,Jesus Maria,429,10,6,gran_consulta_por colombia
Putumayo,14727,Puerto Leguizamo,1151,35,16,gran_consulta_por colombia
Boyaca,4476,Chiquiza,266,5,5,gran_consulta_por colombia
Atlantico,24158,Luruaco,1727,64,55,gran_consulta_por colombia
Caldas,16379,Samana,2778,90,28,gran_consulta_por colombia
Boyaca,4327,Paz De Rio,411,2,5,gran_consulta_por colombia
Risaralda,5711,Balboa,826,22,18,gran_consulta_por colombia
Antioquia,33501,Necocli,1829,46,4,gran_consulta_por colombia
Consulados,11299,Alemania,306,0,0,gran_consulta_por colombia
Nariño,6696,Colon (genova),358,11,3,gran_consulta_por colombia
Valle,1681290,Cali,240666,2657,2723,gran_consulta_por colombia
Vaupes,1030,Yavarate,9,0,0,gran_consulta_por colombia
Magdalena,18404,Sitionuevo,1593,112,34,gran_consulta_por colombia
Consulados,3735,Corea Del Sur,13,0,0,gran_consulta_por colombia
Cundinamarca,4761,Paime,1022,17,5,gran_consulta_por colombia
Consulados,3750,Republica De Singapur,38,0,0,gran_consulta_por colombia
Boyaca,3382,Tipacoque,624,11,4,gran_consulta_por colombia
Antioquia,62364,Caldas,12569,319,209,gran_consulta_por colombia
Cundinamarca,42778,Cajica,9230,61,168,gran_consulta_por colombia
Choco,8234,Bagado,668,95,6,gran_consulta_por colombia
Cordoba,28813,San Andres De Sotavento,2059,57,19,gran_consulta_por colombia
Consulados,3771,Trinidad Y Tobago,24,0,0,gran_consulta_por colombia
Consulados,4780,Puerto Rico,135,0,1,gran_consulta_por colombia
Antioquia,14572,Tamesis,1959,41,24,gran_consulta_por colombia
Norte De San,7853,San Cayetano,1771,36,16,gran_consulta_por colombia
Cundinamarca,6877,Apulo,1406,21,6,gran_consulta_por colombia
Boyaca,5770,San Pablo De Borbur,2142,36,22,gran_consulta_por colombia
Consulados,4482,Japon,83,0,0,gran_consulta_por colombia
Antioquia,33530,Guarne,9535,153,125,gran_consulta_por colombia
Boyaca,3022,Topaga,761,5,4,gran_consulta_por colombia
Antioquia,27093,Santuario,8050,109,81,gran_consulta_por colombia
Antioquia,67117,Sabaneta,23118,188,198,gran_consulta_por colombia
Consulados,3700,Malasia,14,0,0,gran_consulta_por colombia
Boyaca,3682,Sutatenza,848,9,9,gran_consulta_por colombia
Caqueta,6209,Valparaiso,764,16,8,gran_consulta_por colombia
Putumayo,43578,Puerto Asis,4207,161,71,gran_consulta_por colombia
Caldas,8334,Victoria,1038,15,13,gran_consulta_por colombia
Cundinamarca,4304,Topaipi,1080,31,5,gran_consulta_por colombia
Boyaca,5469,Sotaquira,821,10,10,gran_consulta_por colombia
Nariño,5616,Sapuyes,529,6,10,gran_consulta_por colombia
Casanare,6893,Pore,2510,10,10,gran_consulta_por colombia
Boyaca,6941,Santana,1639,17,23,gran_consulta_por colombia
Norte De San,6894,Arboledas,2179,32,8,gran_consulta_por colombia
Amazonas,783,El Encanto,29,9,3,gran_consulta_por colombia
Santander,2204,San Miguel,570,12,4,gran_consulta_por colombia
Consulados,3756,Finlandia,35,0,0,gran_consulta_por colombia
Tolima,7592,Palocabildo,1071,54,10,gran_consulta_por colombia
Risaralda,12280,Santuario,1912,32,13,gran_consulta_por colombia
Casanare,789,La Salina,41,0,0,gran_consulta_por colombia
Antioquia,16499,San Vicente,4096,102,42,gran_consulta_por colombia
Sucre,4495,Chalan,897,32,9,gran_consulta_por colombia
Cundinamarca,2054,Beltran,331,7,0,gran_consulta_por colombia
Antioquia,26378,Santa Rosa De Osos,5087,86,89,gran_consulta_por colombia
Santander,24922,Barbosa,3822,31,61,gran_consulta_por colombia
Santander,2529,Galan,768,12,5,gran_consulta_por colombia
Antioquia,13526,Puerto Triunfo,1997,43,17,gran_consulta_por colombia
Magdalena,21106,Puebloviejo,2106,180,37,gran_consulta_por colombia
Cauca,12754,Lopez (micay),530,12,4,gran_consulta_por colombia
Caldas,9398,Filadelfia,1248,25,14,gran_consulta_por colombia
Cundinamarca,5521,Quetame,1281,21,11,gran_consulta_por colombia
Santander,4926,Capitanejo,1538,25,12,gran_consulta_por colombia
Cordoba,53772,Planeta Rica,6245,168,70,gran_consulta_por colombia
Norte De San,8583,La Esperanza,1959,35,7,gran_consulta_por colombia
Cundinamarca,4235,Supata,1127,21,19,gran_consulta_por colombia
Cordoba,13082,Chima,1610,68,8,gran_consulta_por colombia
Cundinamarca,5491,Fosca,1246,14,8,gran_consulta_por colombia
Atlantico,10817,Santa Lucia,910,18,4,gran_consulta_por colombia
Valle,12737,Toro,1881,41,27,gran_consulta_por colombia
Cundinamarca,6056,Bojaca,928,9,20,gran_consulta_por colombia
Boyaca,4995,Quipama,1958,32,26,gran_consulta_por colombia
Atlantico,46888,Baranoa,5311,206,47,gran_consulta_por colombia
Bolivar,14357,Turbana,1305,43,8,gran_consulta_por colombia
Cundinamarca,3702,Sutatausa,508,4,7,gran_consulta_por colombia
Nariño,11054,El Tablon,1138,14,8,gran_consulta_por colombia
Cauca,15885,Balboa,322,37,14,gran_consulta_por colombia
Risaralda,15709,Marsella,2675,37,85,gran_consulta_por colombia
Sucre,199857,Sincelejo,31405,709,363,gran_consulta_por colombia
Cundinamarca,2849,Puli,555,7,7,gran_consulta_por colombia
Bolivar,11282,Barranco De Loba,912,35,3,gran_consulta_por colombia
Santander,3290,Enciso,822,9,5,gran_consulta_por colombia
Meta,5327,Mapiripan,380,11,5,gran_consulta_por colombia
Boyaca,5460,Chitaraque,1436,36,11,gran_consulta_por colombia
Choco,8426,Unguia,420,19,4,gran_consulta_por colombia
Nariño,7269,Los Andes (sotomayor),382,13,7,gran_consulta_por colombia
Vichada,7284,La Primavera,1795,40,9,gran_consulta_por colombia
Antioquia,5767,Guadalupe,447,3,4,gran_consulta_por colombia
Boyaca,1369,Tunungua,168,4,0,gran_consulta_por colombia
Cordoba,17610,Buenavista,1299,37,7,gran_consulta_por colombia
Valle,37113,Zarzal,3577,136,101,gran_consulta_por colombia
Valle,37866,Sevilla,3809,45,67,gran_consulta_por colombia
Antioquia,12044,Puerto Nare-La Magdalena,1141,43,8,gran_consulta_por colombia
Huila,14852,Algeciras,1357,25,11,gran_consulta_por colombia
Putumayo,23751,Valle Del Guamuez (la Hormiga),766,45,21,gran_consulta_por colombia
Boyaca,2698,Somondoco,452,5,3,gran_consulta_por colombia
Choco,2588,Sipi,92,20,6,gran_consulta_por colombia
Putumayo,36385,Mocoa,4200,89,55,gran_consulta_por colombia
Norte De San,20658,El Zulia,5579,104,39,gran_consulta_por colombia
Antioquia,11599,Anori,505,7,2,gran_consulta_por colombia
Consulados,283372,Estados Unidos,26684,268,54,gran_consulta_por colombia
Arauca,33469,Tame,6630,120,71,gran_consulta_por colombia
Choco,5918,Medio Atrato (bete),412,55,24,gran_consulta_por colombia
Boyaca,1633,Panqueba,640,13,3,gran_consulta_por colombia
Tolima,8746,Icononzo,969,21,5,gran_consulta_por colombia
Nariño,4449,Providencia,136,6,2,gran_consulta_por colombia
Caldas,57543,La Dorada,6606,188,157,gran_consulta_por colombia
Antioquia,27122,Segovia,957,43,35,gran_consulta_por colombia
Consulados,17071,Chile,1022,4,13,gran_consulta_por colombia
